person_name,score
Pete Olson,0.15000000000000002
Bill Johnson,0.15000000000000002
Rod Grams,0.15000000000000002
Cynthia A. McKinney,0.15000000000000002
Lane Evans,0.15000000000000002
William O. Lipinski,0.15000000000000002
Chellie Pingree,0.15000000000000002
Donna F. Edwards,0.15000000000000002
Karen Bass,0.15000000000000002
Amo Houghton,0.15000000000000002
John J. LaFalce,0.15000000000000002
John Cooksey,0.15000000000000002
Carolyn C. Kilpatrick,0.15000000000000002
John R. Kasich,0.15000000000000002
Ann Marie Buerkle,0.15000000000000002
David N. Cicilline,0.15000000000000002
Robert L. Turner,0.15000000000000002
Tim Huelskamp,0.15000000000000002
Mark S. Critz,0.15000000000000002
William R. Keating,0.15000000000000002
Robert J. Dold,0.15000000000000002
Janice Hahn,0.15000000000000002
Andre Carson,0.15000000000000002
James A. Himes,0.15000000000000002
Tom Marino,0.15000000000000002
Theodore E. Deutch,0.15000000000000002
Niki Tsongas,0.15000000000000002
James M. Jeffords,0.15000000000000002
Thomas M. Barrett,0.15000000000000002
William (Bill) Clay,0.15000000000000002
Jack Quinn,0.15000000000000002
Patsy T. Mink,0.15000000000000002
"George E. Brown, Jr.",0.15000000000000002
John Elias Baldacci,0.15000000000000002
Tim Roemer,0.15000000000000002
Adam Kinzinger,0.15000000000000002
Steve Buyer,0.15000000000000002
Jim Gibbons,0.15000000000000002
James V. Hansen,0.15000000000000002
Christopher John,0.15000000000000002
James E. Risch,0.15000000000000002
Jeanne  Shaheen,0.15000000000000002
John  Barrasso,0.15000000000000002
Ron  Johnson,0.15000000000000002
Mike  Johanns,0.15000000000000002
John Cornyn,0.15000000000000002
Scott P. Brown,0.15000000000000002
Kelly Ayotte,0.15000000000000002
Daniel Coats,0.15000000000000002
Mike Lee,0.15000000000000002
John  Hoeven,0.15000000000000002
Mark  Begich,0.15000000000000002
John Thune,0.15000000000000002
Mitch McConnell,0.15000000000000002
Michael F. Bennet,0.15000000000000002
Tom Sawyer,0.15000000000000002
Ralph Regula,0.15000000000000002
Charles S. Robb,0.15000000000000002
Jeffrey M. Landry,0.15000000000000002
Mark R. Kennedy,0.15000000000000002
Chris Chocola,0.15000000000000002
Bob Beauprez,0.15000000000000002
Max Burns,0.15000000000000002
Stevan Pearce,0.15000000000000002
Brad Carson,0.15000000000000002
Ray LaHood,0.15000000000000002
Max Sandlin,0.15000000000000002
"Charles W. Boustany, Jr.",0.15000000000000002
Lynn Jenkins,0.15000000000000002
Rick Berg,0.15000000000000002
Diane Black,0.15000000000000002
Tom Reed,0.15000000000000002
Erik Paulsen,0.15000000000000002
Tim Scott,0.15000000000000002
Donald J. Cazayoux Jr.,0.15000000000000002
John A. Boehner,0.15000000000000002
Scott McInnis,0.15000000000000002
E. Clay Shaw Jr.,0.15000000000000002
Michael G. Fitzpatrick,0.15000000000000002
Mike Pompeo,0.15000000000000002
Jason Chaffetz,0.15000000000000002
"Francisco ""Quico"" Canseco",0.15000000000000002
David B. McKinley,0.15000000000000002
Reid J. Ribble,0.15000000000000002
Frederica S. Wilson,0.15000000000000002
Pedro R. Pierluisi,0.15000000000000002
Renee L. Ellmers,0.15000000000000002
Bob Inglis,0.15000000000000002
Tim Hutchinson,0.15000000000000002
Slade Gorton,0.15000000000000002
J. Robert Kerrey,0.15000000000000002
Craig Thomas,0.15000000000000002
Richard H. Bryan,0.15000000000000002
Colleen Hanabusa,0.15000000000000002
Michael G. Grimm,0.15000000000000002
William L. Owens,0.15000000000000002
Kurt Schrader,0.15000000000000002
Paul Tonko,0.15000000000000002
C. L. (Butch) Otter,0.15000000000000002
Jim McCrery,0.15000000000000002
Denise L. Majette,0.15000000000000002
Steve Southerland II,0.15000000000000002
John Garamendi,0.15000000000000002
Ben Ray Lujan,0.15000000000000002
Kenny C. Hulshof,0.15000000000000002
William J. Janklow,0.15000000000000002
Jeb Bradley,0.15000000000000002
Anibal Acevedo-Vila,0.15000000000000002
Eva M. Clayton,0.15000000000000002
"John C. Carney, Jr.",0.15000000000000002
Mark R. Warner,0.15000000000000002
Joe  Manchin III,0.15000000000000002
Peter Fitzgerald,0.15000000000000002
Larry Kissell,0.15000000000000002
Robert L. Ehrlich Jr.,0.15000000000000002
Bob Schaffer,0.15000000000000002
Mike Quigley,0.15000000000000002
Brett Guthrie,0.15000000000000002
Gregg Harper,0.15000000000000002
Blaine Luetkemeyer,0.15000000000000002
David P. Roe,0.15000000000000002
Glenn Thompson,0.15000000000000002
Alan Nunnelee,0.15000000000000002
Steve Womack,0.15000000000000002
Bill Huizenga,0.15000000000000002
Benjamin Quayle,0.15000000000000002
"Eric A. ""Rick"" Crawford",0.15000000000000002
Jay Dickey,0.15000000000000002
Ron Barber,0.15000000000000002
"Anh ""Joseph"" Cao",0.15000000000000002
Mark H. Schauer,0.15000000000000002
Steve Scalise,0.15000000000000002
Robert E. Latta,0.15000000000000002
David Rivera,0.15000000000000002
Mike Kelly,0.15000000000000002
Scott DesJarlais,0.15000000000000002
Blake Farenthold,0.15000000000000002
Lou Barletta,0.15000000000000002
Martin Heinrich,0.15000000000000002
James B. Renacci,0.15000000000000002
Raul R. Labrador,0.15000000000000002
Marlin A. Stutzman,0.15000000000000002
Robert Hurt,0.15000000000000002
Jeff Denham,0.15000000000000002
Bill Cassidy,0.15000000000000002
Paul A. Gosar,0.15000000000000002
Mary Jo Kilroy,0.15000000000000002
John H. Adler,0.15000000000000002
Betsy Markey,0.15000000000000002
Trey Gowdy,0.15000000000000002
Charles K. Djou,0.15000000000000002
Scott Murphy,0.15000000000000002
Nydia M. Velazquez,0.15000000000000002
Parker Griffith,0.15000000000000002
Alan Grayson,0.15000000000000002
Daniel B. Maffei,0.15000000000000002
Christopher J. Lee,0.15000000000000002
Bill Foster,0.15000000000000002
Jim Webb,0.15000000000000002
Jaime Herrera Beutler,0.15000000000000002
Mel Martinez,0.15000000000000002
Elizabeth Dole,0.15000000000000002
Frank C. Guinta,0.15000000000000002
Hansen Clarke,0.15000000000000002
Eric J. J. Massa,0.15000000000000002
Terri A. Sewell,0.15000000000000002
John A. Boccieri,0.15000000000000002
Dina Titus,0.15000000000000002
Steve Driehaus,0.15000000000000002
Justin Amash,0.15000000000000002
George S. LeMieux,0.15000000000000002
Kathleen A. Dahlkemper,0.15000000000000002
Deborah L. Halvorson,0.15000000000000002
"Frank Kratovil, Jr.",0.15000000000000002
Michael E. McMahon,0.15000000000000002
Harry Teague,0.15000000000000002
Suzanne M. Kosmas,0.15000000000000002
Roland  Burris,0.15000000000000002
Mark E. Amodei,0.15000000000000002
H. Morgan Griffith,0.15000000000000002
"Charles J. ""Chuck"" Fleischmann",0.15000000000000002
Todd Young,0.15000000000000002
Tom McClintock,0.15000000000000002
Rob Woodall,0.15000000000000002
Sandy Adams,0.15000000000000002
Walter Minnick,0.15000000000000002
