name,value
Barbara Lee,2.95984652
Barack Obama,2.878116424
Steve Cohen,2.87278968
Tim Murphy,2.86055665
Tom Marino,2.812949139
Kent Conrad,2.72702732
Howard P. "Buck" McKeon,2.670633809
Jesse Helms,2.651781971
Ernest F. Hollings,2.642590549
Fred Upton,2.629608674
Greg Ganske,2.624181826
Sheldon Whitehouse,2.613737336
Jimmy Gomez,2.548239532
Michael N. Castle,2.545732395
Judy Biggert,2.538798455
Daniel K. Akaka,2.529526285
Dennis Moore,2.522597045
Tammy Baldwin,2.508698046
Richard  Blumenthal,2.435890058
Diane Black,2.434962346
David Scott,2.411060121
H. Morgan Griffith,2.394479847
Tom Harkin,2.37732837
Mark E. Amodei,2.377011469
Jim McDermott,2.372683159
John Ashcroft,2.356666152
James R. Langevin,2.304050407
James A. Leach,2.302508651
Gus M. Bilirakis,2.286749939
Jim Saxton,2.283106244
Mike DeWine,2.276238802
Vernon J. Ehlers,2.262406697
Christopher J. Dodd,2.255622004
Lloyd Doggett,2.254798965
Jeff Duncan,2.210695004
Jerry Moran,2.17391512
Louise McIntosh Slaughter,2.172076285
Matt Gaetz,2.158678066
Bobby L. Rush,2.154057697
Dean Heller,2.145777406
Bill McCollum,2.144600467
Lamar Alexander,2.11952604
Tim Walberg,2.119519401
Rick Larsen,2.114429946
Mazie K. Hirono,2.07296756
Christopher Shays,2.066102601
Orrin G. Hatch,2.045936871
Nancy Pelosi,2.04181385
Jack Reed,1.962614768
Kathy Castor,1.95282776
Bill Cassidy,1.950421337
Dale E. Kildee,1.944324779
Leonard Lance,1.942965032
Dave Camp,1.919936
Debbie Stabenow,1.910818265
Sam Graves,1.893355531
John Campbell,1.770676547
Edolphus Towns,1.756216028
Alcee L. Hastings,1.744367974
Tom Price,1.74251614
John J. Duncan,1.725225478
Juanita Millender-McDonald,1.676237823
Ander Crenshaw,1.675344547
Hilda L. Solis,1.666706654
Susan M. Collins,1.660783157
"Bill Pascrell, Jr.",1.653710418
Grace Meng,1.645646556
Bob Corker,1.628860087
Gene Green,1.625479658
Fred Thompson,1.623656565
Andy Biggs,1.602171146
Lindsey Graham,1.582075832
William H. Frist,1.574997418
Justin Amash,1.563722839
Patrick J. Kennedy,1.550912814
Tom Cotton,1.544484247
Brian Baird,1.543858565
Thomas H. Allen,1.53880711
Robert P. Casey Jr.,1.524002186
Erik Paulsen,1.518915968
Debbie Wasserman Schultz,1.516228981
Robert J. Wittman,1.513373554
John Barrow,1.492689861
Bill Shuster,1.490558706
Suzanne Bonamici,1.487581972
Joaquin Castro,1.47065997
Patty Murray,1.431956684
Diana DeGette,1.426392754
Jason Chaffetz,1.395456486
Chuck Grassley,1.383705708
Mark R. Warner,1.37630196
Mark Meadows,1.345010095
Austin Scott,1.332643685
Doug Collins,1.330894375
John McCain,1.315315204
Timothy H. Bishop,1.299967505
Charlie Melancon,1.295144638
David Young,1.293639766
Brian K. Fitzpatrick,1.290219427
Lou Barletta,1.269676085
Sherrod Brown,1.257159395
Bernard Sanders,1.256290869
Judd Gregg,1.254534257
James Lankford,1.25223119
Chris Cannon,1.250243935
Louie Gohmert,1.246814825
Michael T. McCaul,1.237637534
Deb  Fischer,1.230880253
Beto O'Rourke,1.230349038
Jim Costa,1.223247824
Brendan F. Boyle,1.200352611
Steve Austria,1.18997125
Darren Soto,1.179445042
Randy Hultgren,1.178966302
Ron Wyden,1.176394792
Kirsten E. Gillibrand,1.168012003
John K. Delaney,1.167187692
J. Randy Forbes,1.148566454
Donald M. Payne,1.147029838
Eric Swalwell,1.143273576
Henry A. Waxman,1.140653651
Bruce Westerman,1.111919988
Bob Goodlatte,1.102589428
Chuck Hagel,1.096680781
Bob Graham,1.095723256
Tony Cardenas,1.084739976
Thad Cochran,1.077569546
Frank R. Lautenberg,1.074586496
David Perdue,1.055425926
Joe  Manchin III,1.049785777
Devin Nunes,1.04459954
Bill Posey,1.043891963
James E. Risch,1.034836997
Kay R. Hagan,1.021678894
Susan A. Davis,1.01502922
Jackie Walorski,1.008121225
Barbara Boxer,1.006542746
Todd Russell Platts,1.0031049
Maria Cantwell,1.002515262
Raja Krishnamoorthi,1.000089758
Brian  Schatz,0.984799236
Sam Brownback,0.950986223
Marco  Rubio,0.945722662
Ralph Lee Abraham,0.941610431
Jerry F. Costello,0.91937065
Gloria Negrete McLeod,0.912884088
Christopher A. Coons,0.909773633
Mike Lee,0.90380743
John Ratcliffe,0.899859546
Jon Tester,0.893895668
Peter Welch,0.89290889
Chip Cravaack,0.880768249
Lisa Murkowski,0.872331284
Todd Young,0.869842288
Constance A. Morella,0.867527166
Mike Quigley,0.863054673
Seth Moulton,0.849964166
Charlie Crist,0.847733448
Russell D. Feingold,0.8336869
David Loebsack,0.830468072
Walter B. Jones,0.830011202
Derek Kilmer,0.813015761
Robert B. Aderholt,0.80363368
K. Michael Conaway,0.797564978
Spencer Bachus,0.793893225
Sue Wilkins Myrick,0.782288174
Scott R. Tipton,0.761531089
Thomas Massie,0.7602007
Pat Toomey,0.750546309
Howard L. Berman,0.749906821
Jane Harman,0.746228034
Cory Gardner,0.745393289
Jared Polis,0.745243248
Barbara Comstock,0.742214229
Mike Gallagher,0.732839969
Jacky Rosen,0.712907409
Roger F. Wicker,0.712093251
Darrell E. Issa,0.711114089
Amy Klobuchar,0.704511248
Candice S. Miller,0.698130822
William M. Thomas,0.694598634
Yvette D. Clarke,0.67870102
Ginny Brown-Waite,0.678105052
Jeff  Merkley,0.67556188
Jamie Raskin,0.672103859
Charles A. Wilson,0.670748997
Karen Bass,0.665234104
Lee Terry,0.664098302
Lois Capps,0.661531908
Adam Smith,0.661129119
Renee L. Ellmers,0.653910147
Tim Ryan,0.652969982
Bart Stupak,0.652934093
Jeanne  Shaheen,0.644454569
Wally Herger,0.633632688
Shelley Moore Capito,0.614008669
Michael B. Enzi,0.607581537
Norm Coleman,0.606964359
Daniel K. Inouye,0.606129995
Tammy Duckworth,0.602023314
Bart Gordon,0.601804176
Eddie Bernice Johnson,0.598294219
Carl Levin,0.591076733
Jim Bridenstine,0.586558641
John S. Tanner,0.581966896
Shelley Berkley,0.579273573
Neal P. Dunn,0.577233278
George W. Gekas,0.576150049
John A. Yarmuth,0.574990025
Edward E. Kaufman,0.573463281
Will Hurd,0.568663756
Sherwood Boehlert,0.566679164
Rand  Paul,0.563469994
Michael R. Turner,0.543023245
Keith Ellison,0.543005195
Gary C. Peters,0.532465134
Tom Coburn,0.530749032
Harry Reid,0.529491704
Tom Udall,0.518762899
Ted Stevens,0.51593241
"John C. Carney, Jr.",0.5157948
Marion Berry,0.511439003
Stephanie N. Murphy,0.510628897
Frank D. Lucas,0.505489453
Jerry Weller,0.503783046
Ted  Cruz,0.500784121
Fortney Pete Stark,0.500706648
Suzan K. DelBene,0.489404333
Peter J. Visclosky,0.488935463
Larry Bucshon,0.487891818
Diane E. Watson,0.487870706
Daniel Patrick Moynihan,0.487145492
Robert E. Latta,0.486281488
Todd Rokita,0.486181567
David R. Obey,0.481380081
John Katko,0.477775812
Thomas R. Suozzi,0.464416809
Elizabeth Warren,0.462592364
Martha McSally,0.457346881
Don Bacon,0.454984405
Joe Barton,0.450248258
Robert C. Byrd,0.449154829
Ruben Gallego,0.442916184
John Cornyn,0.439571516
Charles F. Bass,0.43714118
Elise M. Stefanik,0.436018331
Pat Roberts,0.433396155
James P. Moran,0.430892944
Norma J. Torres,0.430112068
Scott Taylor,0.429871015
Geoff Davis,0.419868526
Ron  Johnson,0.414565011
Ralph M. Hall,0.409772175
Patrick Meehan,0.40643583
Martin Heinrich,0.397703969
Jason Lewis,0.390417003
Andy Harris,0.387937901
Earl Pomeroy,0.386703548
John Thune,0.372219238
Michael C. Burgess,0.370418685
John P. Murtha,0.369918247
Christopher P. Gibson,0.367130623
Filemon Vela,0.366679684
Ted Budd,0.364573231
Leonard L. Boswell,0.357646305
John E. Walsh,0.356801342
Albio Sires,0.355009674
Steve Chabot,0.354916402
Pete V. Domenici,0.351334934
Susan W. Brooks,0.351219478
Joseph J. Heck,0.346450967
Doug Lamborn,0.345602581
Gary J. Palmer,0.338081502
Scott Perry,0.337069479
J. Luis Correa,0.336840319
Adam B. Schiff,0.330789885
Virginia Foxx,0.330433679
Bob Filner,0.330146642
Cynthia M. Lummis,0.328378955
Gregory W. Meeks,0.320108884
Jeff Flake,0.306511181
Joseph P. Kennedy III,0.305837549
Chris Van Hollen,0.305732843
Christopher P. Carney,0.304965318
Brad Miller,0.303329239
Ron DeSantis,0.299201959
Claire McCaskill,0.296927466
Robert W. Ney,0.293145605
Dana Rohrabacher,0.292518771
Hillary Rodham Clinton,0.288843514
J. Gresham Barrett,0.287973286
Dave Brat,0.284196433
Sean P. Duffy,0.28393783
Judy Chu,0.283670079
C. A. Dutch Ruppersberger,0.279472785
Jim Cooper,0.278698267
Earl Blumenauer,0.276314051
Herb Kohl,0.271486608
Jared Huffman,0.2690021
Tim Scott,0.268715641
Timothy J. Walz,0.268256008
Mark L. Pryor,0.267429484
John D. Rockefeller IV,0.265492326
"Henry E. Brown, Jr.",0.263857829
Niki Tsongas,0.262927945
Arlen Specter,0.262484145
David A. Trott,0.256769201
Marc A. Veasey,0.254013978
Steve Scalise,0.251566809
Christopher S. Bond,0.251527281
Brett Guthrie,0.251115758
Mark Udall,0.246088048
Joe Walsh,0.245068952
John B. Larson,0.244440185
Margaret Wood Hassan,0.241946612
Mary Bono Mack,0.241825419
Al  Franken,0.239462274
Rob Simmons,0.23894669
Ben Nighthorse Campbell,0.237085918
Kyrsten Sinema,0.234920408
Bill Huizenga,0.233112882
Steve Daines,0.232990396
Thomas W. Ewing,0.231085527
Liz Cheney,0.228021366
Bill Foster,0.225261211
Cindy Hyde-Smith,0.224821714
Maxine Waters,0.224567531
Thomas R. Carper,0.224535215
Paul Mitchell,0.224375005
Rob Portman,0.221061967
Bill Nelson,0.221061967
Michael F. Bennet,0.220934136
Paul D. Wellstone,0.216894787
Raul Ruiz,0.215090452
John Warner,0.212335723
Jack Kingston,0.210534506
Michael K. Simpson,0.2099085
Tom Emmer,0.2099085
Porter J. Goss,0.206355467
Collin C. Peterson,0.205405012
John L. Mica,0.204028193
Nick J. Rahall II,0.203789106
Tulsi Gabbard,0.199659155
Barbara A. Mikulski,0.197481623
Stevan Pearce,0.197363443
Gwen Moore,0.196489456
Brian Higgins,0.192500001
Ken Calvert,0.188252177
Matt Cartwright,0.187502977
Blanche L. Lincoln,0.185912215
Joseph M. Hoeffel,0.181875001
Greg Walden,0.181875001
Mike Thompson,0.181875001
Wayne Allard,0.181875001
Steven R. Rothman,0.179432018
Jon S. Corzine,0.179432018
Joseph R. Biden Jr.,0.177778446
David P. Roe,0.177640012
Michelle Lujan Grisham,0.177423242
Rodney P. Frelinghuysen,0.176801677
Kamala D. Harris,0.175499999
Joni  Ernst,0.175499999
Michael Bilirakis,0.173555998
Kathleen M. Rice,0.17229537
Glenn C. Nye,0.171903845
Daniel Lipinski,0.167096243
Vern Buchanan,0.165937501
Trent Lott,0.165937501
Timothy V. Johnson,0.165613685
Kevin Cramer,0.165406902
Rodney Alexander,0.164166667
Scott DesJarlais,0.164166667
Steve Russell,0.164053724
Ann Kirkpatrick,0.162240975
Carol Shea-Porter,0.162081654
Ryan A. Costello,0.161728797
Stephen F. Lynch,0.160654124
Tom O'Halleran,0.159855193
Floyd Spence,0.159807693
Duncan Hunter,0.159807693
Thomas S.P. Perriello,0.159807693
Bob Barr,0.159107143
Blake Farenthold,0.158377339
"Charles W. Boustany, Jr.",0.15796875
Tom Rice,0.157344298
Neil Abercrombie,0.157009391
Billy Long,0.156730486
Stephen Knight,0.156375
Ron Paul,0.155982613
Joe Donnelly,0.1553125
Richard M. Nolan,0.1545515
Mia B. Love,0.154396552
Brenda L. Lawrence,0.154056204
Luis G. Fortuno,0.15375
Paul Tonko,0.153109756
Doris O. Matsui,0.152712766
Angus S. King Jr.,0.15
David Schweikert,0.15
Mick Mulvaney,0.15
Joe Wilson,0.15
Gary L. Ackerman,0.15
Markwayne Mullin,0.15
Marlin A. Stutzman,0.15
Ann Wagner,0.15
John R. Carter,0.15
Roger Williams,0.15
Alan Nunnelee,0.15
C. W. Bill Young,0.15
Tom Latham,0.15
Joseph Crowley,0.15
Norman D. Dicks,0.15
Ruben Hinojosa,0.15
Jim Matheson,0.15
Dennis A. Cardoza,0.15
Dan Burton,0.15
Mark Kirk,0.15
Bob Etheridge,0.15
Danny K. Davis,0.15
Elijah E. Cummings,0.15
Christopher Murphy,0.15
Paul W. Hodes,0.15
Betty Sutton,0.15
Luis V. Gutierrez,0.15
John Shimkus,0.15
John Linder,0.15
Sander M. Levin,0.15
Jerry McNerney,0.15
Ed Pastor,0.15
Steve Israel,0.15
Maurice D. Hinchey,0.15
Michael E. Capuano,0.15
Robert Wexler,0.15
Loretta Sanchez,0.15
Ron Klein,0.15
John Abney Culberson,0.15
A. Drew Ferguson IV,0.15
Debbie Dingell,0.15
Mark Takano,0.15
Ralph Norman,0.15
Lisa Blunt Rochester,0.15
Robert C. "Bobby" Scott,0.15
Joe Courtney,0.15
Kelly Ayotte,0.15
Heidi  Heitkamp,0.15
Saxby Chambliss,0.15
Paul E. Gillmor,0.15
Roscoe G. Bartlett,0.15
Pete Sessions,0.15
Gene Taylor,0.15
Wayne T. Gilchrest,0.15
John N. Hostettler,0.15
John E. Peterson,0.15
Johnny Isakson,0.15
Joe Skeen,0.15
Jim Ryun,0.15
Pete Aguilar,0.15
Salud O. Carbajal,0.15
Gerald E. Connolly,0.15
John Garamendi,0.15
Denny Heck,0.15
Ed Perlmutter,0.15
Pramila Jayapal,0.15
Colleen Hanabusa,0.15
Cheri Bustos,0.15
Bradley Scott Schneider,0.15
"Donald S. Beyer, Jr.",0.15
Lincoln Diaz-Balart,0.15
Terry Everett,0.15
Cass Ballenger,0.15
Eni F. H. Faleomavaega,0.15
Phil English,0.15
John B. Shadegg,0.15
Melissa A. Hart,0.15
Gil Gutknecht,0.15
Thomas G. Tancredo,0.15
Joseph R. Pitts,0.15
W. Todd Akin,0.15
Van Hilleary,0.15
Jim DeMint,0.15
Thomas A. Daschle,0.15
Max Cleland,0.15
Jo Bonner,0.15
Glenn Thompson,0.15
Kenny Marchant,0.15
Scott Garrett,0.15
Dennis A. Ross,0.15
Robert Hurt,0.15
Kerry L. Bentivolio,0.15
Michele Bachmann,0.15
Trey Gowdy,0.15
Michael G. Grimm,0.15
Steve Womack,0.15
E. Scott Rigell,0.15
Patrick J. Tiberi,0.15
Michael G. Fitzpatrick,0.15
Thomas E. Petri,0.15
Eric A. "Rick" Crawford,0.15
Brad R. Wenstrup,0.15
Martha Roby,0.15
Jodey C. Arrington,0.15
Andy Barr,0.15
Jim Jordan,0.15
Tom McClintock,0.15
Luke Messer,0.15
Alexander X. Mooney,0.15
Francis Rooney,0.15
"Randy K. Weber, Sr.",0.15
Brian Babin,0.15
Mike Kelly,0.15
Mark Sanford,0.15
Robert Pittenger,0.15
David P. Joyce,0.15
Steven M. Palazzo,0.15
James B. Renacci,0.15
Jody B. Hice,0.15
David G. Valadao,0.15
Barry Loudermilk,0.15
Rod Blum,0.15
Keith J. Rothfus,0.15
Rick Santorum,0.15
Robert G. Torricelli,0.15
John Ensign,0.15
George Allen,0.15
Larry E. Craig,0.15
Richard C. Shelby,0.15
Bob Smith,0.15
Brad Sherman,0.15
Allyson Y. Schwartz,0.15
Nick Lampson,0.15
Frank A. LoBiondo,0.15
Joyce Beatty,0.15
Richard E. Neal,0.15
Theodore E. Deutch,0.15
Katherine M. Clark,0.15
Marcy Kaptur,0.15
William R. Keating,0.15
Robert E. Andrews,0.15
John D. Dingell,0.15
Charles W. Norwood,0.15
Marge Roukema,0.15
David E. Bonior,0.15
Ted Strickland,0.15
Harold E. Ford,0.15
John E. Sweeney,0.15
Major R. Owens,0.15
Jim Ramstad,0.15
James C. Greenwood,0.15
Stephen Horn,0.15
Jo Ann Emerson,0.15
Richard B. Nugent,0.15
Catherine  Cortez Masto,0.15
Zell Miller,0.15
James A. Himes,0.15
John  Barrasso,0.15
John  Hoeven,0.15
Roy Blunt,0.15
Bradley Byrne,0.15
Andre Carson,0.15
Cedric L. Richmond,0.15
Steven Horsford,0.15
Ann M. Kuster,0.15
Mark Pocan,0.15
Daniel Coats,0.15
Trent Franks,0.15
Tim Griffin,0.15
Aaron Schock,0.15
Pete Olson,0.15
Bill Johnson,0.15
Mo Brooks,0.15
Jim Gerlach,0.15
Kevin Brady,0.15
Bill Flores,0.15
Steve Stivers,0.15
Steve Stockman,0.15
Paul C. Broun,0.15
Dan Benishek,0.15
Tim Huelskamp,0.15
Ed Whitfield,0.15
Tom Graves,0.15
Rob Bishop,0.15
John Fleming,0.15
Doug LaMalfa,0.15
Kristi L. Noem,0.15
Thomas J. Rooney,0.15
Blaine Luetkemeyer,0.15
Phil Gingrey,0.15
Randy Neugebauer,0.15
Reid J. Ribble,0.15
Paul A. Gosar,0.15
Jeff Fortenberry,0.15
Chris Stewart,0.15
Charles J. "Chuck" Fleischmann,0.15
Charles W. Dent,0.15
Matt Salmon,0.15
Steve Southerland II,0.15
Raul R. Labrador,0.15
Bob Gibbs,0.15
Tom Cole,0.15
David G. Reichert,0.15
Ted S. Yoho,0.15
Jason Smith,0.15
Chris Collins,0.15
Tom Reed,0.15
Richard Hudson,0.15
Jon Runyan,0.15
Lynn Jenkins,0.15
Paul Cook,0.15
Daniel Webster,0.15
Mario Diaz-Balart,0.15
Vance M. McAllister,0.15
Gary G. Miller,0.15
Jeff Denham,0.15
Kay Granger,0.15
George Holding,0.15
Jaime Herrera Beutler,0.15
Vicky Hartzler,0.15
Jim Davis,0.15
Virgil H. Goode Jr.,0.15
Mark Green,0.15
Karen L. Thurman,0.15
Cliff Stearns,0.15
Corrine Brown,0.15
Mark Foley,0.15
Ric Keller,0.15
Silvestre Reyes,0.15
John E. Sununu,0.15
"Daniel M. Donovan, Jr.",0.15
Anthony G. Brown,0.15
Adriano Espaillat,0.15
Val Butler Demings,0.15
Ike Skelton,0.15
Ken Salazar,0.15
Mike Crapo,0.15
Tim Johnson,0.15
Jeff Sessions,0.15
Evan Bayh,0.15
Ben Nelson,0.15
Michael G. Oxley,0.15
Ami Bera,0.15
Mike Pence,0.15
Mike Ferguson,0.15
Artur Davis,0.15
Marilyn N. Musgrave,0.15
William J. Jefferson,0.15
Dan Boren,0.15
Tim Holden,0.15
Joe Knollenberg,0.15
John Kline,0.15
John M. McHugh,0.15
Chaka Fattah,0.15
Harry E. Mitchell,0.15
Michael R. McNulty,0.15
Mike McIntyre,0.15
Thelma D. Drake,0.15
Henry Cuellar,0.15
Grace F. Napolitano,0.15
Jon C. Porter,0.15
Tim Mahoney,0.15
Deborah Pryce,0.15
Cathy McMorris Rodgers,0.15
Connie Mack,0.15
Lynn A. Westmoreland,0.15
Brian P. Bilbray,0.15
Eric Cantor,0.15
Stephanie Herseth Sandlin,0.15
Joe Sestak,0.15
Russ Carnahan,0.15
Rick Renzi,0.15
Zach Wamp,0.15
Barbara Cubin,0.15
Elton Gallegly,0.15
Tom Feeney,0.15
Joe Baca,0.15
Patrick T. McHenry,0.15
Ben Chandler,0.15
Gabrielle Giffords,0.15
Patrick J. Murphy,0.15
John Sullivan,0.15
Kendrick B. Meek,0.15
Darlene Hooley,0.15
Bill Sali,0.15
"Henry C. ""Hank"" Johnson, Jr.",0.15
Ron Lewis,0.15
Dave Weldon,0.15
Melissa L. Bean,0.15
Linda T. Sanchez,0.15
"Sanford D. Bishop, Jr.",0.15
Charles A. Gonzalez,0.15
Al Green,0.15
James T. Walsh,0.15
Paul D. Ryan,0.15
Steven C. LaTourette,0.15
John P. Sarbanes,0.15
Lincoln Davis,0.15
Albert Russell Wynn,0.15
Denny Rehberg,0.15
Vito Fossella,0.15
Bobby Jindal,0.15
John T. Salazar,0.15
Adrian Smith,0.15
Charles B. Rangel,0.15
Michael A. Arcuri,0.15
George Radanovich,0.15
Richard H. Baker,0.15
Doc Hastings,0.15
Phil Hare,0.15
Mary Fallin,0.15
Rahm Emanuel,0.15
Michael H. Michaud,0.15
Sam Farr,0.15
Jeb Hensarling,0.15
John Boozman,0.15
Brad Ellsworth,0.15
Lucille Roybal-Allard,0.15
Allen Boyd,0.15
Adam H. Putnam,0.15
Todd Tiahrt,0.15
John T. Doolittle,0.15
Ciro D. Rodriguez,0.15
Robin Hayes,0.15
Bruce L. Braley,0.15
Mark E. Souder,0.15
Steve Kagen,0.15
Peter J. Roskam,0.15
Zachary T. Space,0.15
Mike Ross,0.15
Emanuel Cleaver,0.15
Jim Marshall,0.15
Howard Coble,0.15
David Davis,0.15
Daniel E. Lungren,0.15
John R. "Randy" Kuhl Jr.,0.15
Robert A. Brady,0.15
John J. Hall,0.15
Kevin McCarthy,0.15
Baron P. Hill,0.15
Jay Inslee,0.15
Heath Shuler,0.15
Jeff Miller,0.15
Peter Hoekstra,0.15
Jason Altmire,0.15
J. Dennis Hastert,0.15
Thomas M. Reynolds,0.15
Charles W. "Chip" Pickering,0.15
Jerry Lewis,0.15
John Edwards,0.15
Lincoln Chafee,0.15
James E. Clyburn,0.15
Jose E. Serrano,0.15
Alan B. Mollohan,0.15
Sonny Callahan,0.15
Robert E. (Bud) Cramer Jr.,0.15
Earl F. Hilliard,0.15
Bob Riley,0.15
Paul E. Kanjorski,0.15
Felix J. Grucci Jr.,0.15
John W. Olver,0.15
Thom Tillis,0.15
Bonnie Watson Coleman,0.15
Mark DeSaulnier,0.15
George V. Voinovich,0.15
Ernie Fletcher,0.15
Madeleine Z. Bordallo,0.15
Dwight Evans,0.15
William L. Jenkins,0.15
Martin T. Meehan,0.15
Bill Delahunt,0.15
Marcia L. Fudge,0.15
Solomon P. Ortiz,0.15
Chellie Pingree,0.15
Rodney Davis,0.15
Ken Buck,0.15
Mike Johnson,0.15
Lee M. Zeldin,0.15
Warren Davidson,0.15
"Thomas A. Garrett, Jr.",0.15
Donald A. Manzullo,0.15
Melvin L. Watt,0.15
Martin Frost,0.15
Donald Norcross,0.15
G. K. Butterfield,0.15
A. Donald McEachin,0.15
Brian D. Kerns,0.15
Doug Bereuter,0.15
J. C. Watts Jr.,0.15
Mac Collins,0.15
Wes Watkins,0.15
Edward L. Schrock,0.15
Tom Osborne,0.15
Mark Dayton,0.15
Conrad R. Burns,0.15
Jean Carnahan,0.15
Paul S. Sarbanes,0.15
Robert F. Bennett,0.15
Jon Kyl,0.15
Strom Thurmond,0.15
Kay Bailey Hutchison,0.15
Jim Bunning,0.15
Phil Gramm,0.15
Don Nickles,0.15
John B. Breaux,0.15
Daniel T. Kildee,0.15
Donna F. Edwards,0.15
Eleanor Holmes Norton,0.15
David E. Price,0.15
James L. Oberstar,0.15
Jimmy Panetta,0.15
Frederica S. Wilson,0.15
Nydia M. Velazquez,0.15
Lois Frankel,0.15
Alan S. Lowenthal,0.15
Dina Titus,0.15
Ben Ray Lujan,0.15
Vic Snyder,0.15
Spencer Abraham,0.15
Paul Coverdell,0.15
Frank H. Murkowski,0.15
Robert T. Schilling,0.15
Ronnie Shows,0.15
Michael P. Forbes,0.15
Bob Stump,0.15
Tom Campbell,0.15
David M. McIntosh,0.15
Julian C. Dixon,0.15
Richard K. Armey,0.15
Anne M. Northup,0.15
Peter Deutsch,0.15
J. D. Hayworth,0.15
Jennifer Dunn,0.15
James H. Maloney,0.15
Robert A. Underwood,0.15
Martin Olav Sabo,0.15
John Edward Porter,0.15
Ken Lucas,0.15
George R. Nethercutt Jr.,0.15
Ron Klink,0.15
Tom Bliley,0.15
William F. Goodling,0.15
Nathan Deal,0.15
Jim Turner,0.15
Robert A. Weygand,0.15
Lynn N. Rivers,0.15
Robert A. Borski,0.15
Richard W. Pombo,0.15
Rick Hill,0.15
Bruce F. Vento,0.15
Jack Metcalf,0.15
Randy (Duke) Cunningham,0.15
Dan Miller,0.15
Rick Lazio,0.15
Gerald D. Kleczka,0.15
Herbert H. Bateman,0.15
Frank Mascara,0.15
Merrill Cook,0.15
David Vitter,0.15
Sue W. Kelly,0.15
Ed Bryant,0.15
Steve Largent,0.15
Rod R. Blagojevich,0.15
Joel Hefley,0.15
Robert T. Matsui,0.15
David Minge,0.15
David D. Phelps,0.15
David Dreier,0.15
Jim Kolbe,0.15
William J. Coyne,0.15
James A. Barcia,0.15
Norman Sisisky,0.15
Carrie P. Meek,0.15
Bob Franks,0.15
Nick Smith,0.15
Bill Luther,0.15
Steven T. Kuykendall,0.15
Jim Nussle,0.15
Xavier Becerra,0.15
Charles W. Stenholm,0.15
Doug Ose,0.15
Bob Clement,0.15
Richard A. Gephardt,0.15
Karen McCarthy,0.15
Asa Hutchinson,0.15
