name,value
Joseph M. Hoeffel,0.181875001
Greg Walden,0.181875001
John Warner,0.181773811
Carolyn B. Maloney,0.181057694
Lindsey Graham,0.175499999
Charles E. Schumer,0.17125
Floyd Spence,0.17125
Duncan Hunter,0.17125
Rob Simmons,0.168214286
Carl Levin,0.168214286
Trent Lott,0.165937501
Kent Conrad,0.164166667
Ron Paul,0.16275
Jon S. Corzine,0.160625
Michael Bilirakis,0.160625
Jared Polis,0.15
Bernard Sanders,0.15
Allen Boyd,0.15
Marcy Kaptur,0.15
Patrick J. Kennedy,0.15
James E. Clyburn,0.15
Jose E. Serrano,0.15
Norman D. Dicks,0.15
Rosa L. DeLauro,0.15
Ed Pastor,0.15
Alan B. Mollohan,0.15
Frank R. Wolf,0.15
Spencer Bachus,0.15
Sonny Callahan,0.15
Robert E. (Bud) Cramer Jr.,0.15
Earl F. Hilliard,0.15
Bob Riley,0.15
Paul E. Kanjorski,0.15
James T. Walsh,0.15
Felix J. Grucci Jr.,0.15
John M. McHugh,0.15
Mark Kirk,0.15
Brian Baird,0.15
Barbara A. Mikulski,0.15
Charles W. "Chip" Pickering,0.15
Dave Weldon,0.15
Mark Udall,0.15
Ernie Fletcher,0.15
Joseph Crowley,0.15
Howard Coble,0.15
William L. Jenkins,0.15
Sheila Jackson Lee,0.15
Martin T. Meehan,0.15
Robert Wexler,0.15
Darrell E. Issa,0.15
Adam B. Schiff,0.15
Charles B. Rangel,0.15
Zoe Lofgren,0.15
Bill Delahunt,0.15
Lamar Smith,0.15
Martin Frost,0.15
Brian D. Kerns,0.15
Dan Burton,0.15
Vito Fossella,0.15
Doug Bereuter,0.15
Michael R. McNulty,0.15
Albert Russell Wynn,0.15
J. C. Watts Jr.,0.15
Ike Skelton,0.15
Mac Collins,0.15
Wes Watkins,0.15
Edward L. Schrock,0.15
J. Randy Forbes,0.15
Tom Osborne,0.15
Christopher S. Bond,0.15
Mark Dayton,0.15
Conrad R. Burns,0.15
Jean Carnahan,0.15
Ted Stevens,0.15
Patty Murray,0.15
Tim Johnson,0.15
Thad Cochran,0.15
Paul S. Sarbanes,0.15
Robert F. Bennett,0.15
Judd Gregg,0.15
Jack Reed,0.15
Christopher J. Dodd,0.15
Jon Kyl,0.15
Strom Thurmond,0.15
Hillary Rodham Clinton,0.15
Jeff Sessions,0.15
Kay Bailey Hutchison,0.15
Jim Bunning,0.15
Phil Gramm,0.15
Evan Bayh,0.15
Herb Kohl,0.15
Don Nickles,0.15
James M. Inhofe,0.15
Ben Nelson,0.15
Barbara Boxer,0.15
John B. Breaux,0.15
Debbie Stabenow,0.15
Daniel K. Inouye,0.15
John D. Rockefeller IV,0.15
Tom Harkin,0.15
Gregory W. Meeks,0.15
Edolphus Towns,0.15
Vic Snyder,0.15
Barbara Lee,0.15
Jane Harman,0.15
Anna G. Eshoo,0.15
C. A. Dutch Ruppersberger,0.15
John F. Tierney,0.15
Spencer Abraham,0.15
Paul Coverdell,0.15
Connie Mack,0.15
Frank H. Murkowski,0.15
Ronnie Shows,0.15
Michael P. Forbes,0.15
Bob Stump,0.15
Tom Campbell,0.15
Peter T. King,0.15
Bart Gordon,0.15
Gary L. Ackerman,0.15
Brad Sherman,0.15
Luis V. Gutierrez,0.15
Matt Salmon,0.15
David M. McIntosh,0.15
Janice D. Schakowsky,0.15
"Frank Pallone, Jr.",0.15
Julian C. Dixon,0.15
Richard K. Armey,0.15
Michael F. Doyle,0.15
Anne M. Northup,0.15
Charles A. Gonzalez,0.15
Robin Hayes,0.15
Nita M. Lowey,0.15
Peter Deutsch,0.15
J. D. Hayworth,0.15
Jack Kingston,0.15
Jennifer Dunn,0.15
Sam Farr,0.15
Eliot L. Engel,0.15
Mike McIntyre,0.15
Kay Granger,0.15
Adam Smith,0.15
James H. Maloney,0.15
David Wu,0.15
Peter J. Visclosky,0.15
Bob Etheridge,0.15
Frank D. Lucas,0.15
Steven R. Rothman,0.15
Dave Camp,0.15
Robert A. Underwood,0.15
Martin Olav Sabo,0.15
John Edward Porter,0.15
Ken Lucas,0.15
Mike Thompson,0.15
George R. Nethercutt Jr.,0.15
Ron Klink,0.15
Tom Bliley,0.15
William F. Goodling,0.15
Nathan Deal,0.15
Jim Turner,0.15
Robert A. Weygand,0.15
Jerrold Nadler,0.15
Michael K. Simpson,0.15
Tim Holden,0.15
Lynn N. Rivers,0.15
Robert A. Borski,0.15
John Shimkus,0.15
Richard W. Pombo,0.15
Loretta Sanchez,0.15
Rick Hill,0.15
Donald M. Payne,0.15
Bruce F. Vento,0.15
"Bill Pascrell, Jr.",0.15
Jack Metcalf,0.15
Randy (Duke) Cunningham,0.15
Dan Miller,0.15
Neil Abercrombie,0.15
Ciro D. Rodriguez,0.15
Gary G. Miller,0.15
Frank A. LoBiondo,0.15
Rick Lazio,0.15
Richard H. Baker,0.15
Gene Green,0.15
Gerald D. Kleczka,0.15
Steven C. LaTourette,0.15
Herbert H. Bateman,0.15
Frank Mascara,0.15
Tammy Baldwin,0.15
John Linder,0.15
Ed Whitfield,0.15
Maurice D. Hinchey,0.15
Joe Knollenberg,0.15
Roger F. Wicker,0.15
John E. Sununu,0.15
Lee Terry,0.15
Jerry F. Costello,0.15
Merrill Cook,0.15
Brian P. Bilbray,0.15
Henry A. Waxman,0.15
Dale E. Kildee,0.15
David Vitter,0.15
Sue W. Kelly,0.15
Benjamin L. Cardin,0.15
Deborah Pryce,0.15
Carolyn McCarthy,0.15
Ed Bryant,0.15
Steve Largent,0.15
Diana DeGette,0.15
Barbara Cubin,0.15
Robert A. Brady,0.15
Bart Stupak,0.15
Rod R. Blagojevich,0.15
Joel Hefley,0.15
Danny K. Davis,0.15
Ron Kind,0.15
Robert T. Matsui,0.15
Todd Tiahrt,0.15
Paul D. Ryan,0.15
Zach Wamp,0.15
Thomas M. Reynolds,0.15
Nancy Pelosi,0.15
Grace F. Napolitano,0.15
David Minge,0.15
David D. Phelps,0.15
David Dreier,0.15
John Lewis,0.15
Mark E. Souder,0.15
John S. Tanner,0.15
Jim Kolbe,0.15
Ken Calvert,0.15
William J. Coyne,0.15
James A. Barcia,0.15
Norman Sisisky,0.15
Carrie P. Meek,0.15
Bob Franks,0.15
Stephanie Tubbs Jones,0.15
Nick Smith,0.15
Thomas H. Allen,0.15
Jay Inslee,0.15
Dennis Moore,0.15
John B. Larson,0.15
Bill Luther,0.15
Mark Sanford,0.15
Steven T. Kuykendall,0.15
James L. Oberstar,0.15
Jim Nussle,0.15
Xavier Becerra,0.15
Charles W. Stenholm,0.15
Doug Ose,0.15
Bob Clement,0.15
Tom Lantos,0.15
Richard A. Gephardt,0.15
Karen McCarthy,0.15
Asa Hutchinson,0.15
James R. Langevin,0.15
Eleanor Holmes Norton,0.15
Donna M. Christensen,0.15
Peter A. DeFazio,0.15
Kendrick B. Meek,0.15
Bill Barrett,0.15
Ken Bentsen,0.15
Henry Bonilla,0.15
Kevin Brady,0.15
Charles T. Canady,0.15
Gary A. Condit,0.15
Calvin M. Dooley,0.15
Chet Edwards,0.15
Bob Filner,0.15
Tillie Fowler,0.15
Elton Gallegly,0.15
Ruben Hinojosa,0.15
David L. Hobson,0.15
Eddie Bernice Johnson,0.15
Tom Latham,0.15
Jerry Lewis,0.15
Ron Lewis,0.15
Matthew G. Martinez,0.15
Solomon P. Ortiz,0.15
Ron Packard,0.15
Carlos A. Romero-Barcelo,0.15
Edward R. Royce,0.15
"John M. Spratt, Jr.",0.15
James A. Traficant Jr.,0.15
Curt Weldon,0.15
Christopher Cox,0.15
Collin C. Peterson,0.15
Charles F. Bass,0.15
Doris O. Matsui,0.15
Charles H. Taylor,0.15
John T. Doolittle,0.15
James E. Rogan,0.15
Pat Danner,0.15
George Radanovich,0.15
Tom Coburn,0.15
Trent Franks,0.15
Sherrod Brown,0.15
Randy Neugebauer,0.15
Louie Gohmert,0.15
Tom Feeney,0.15
K. Michael Conaway,0.15
Steve King,0.15
Katherine Harris,0.15
John Campbell,0.15
Thomas E. Petri,0.15
Mario Diaz-Balart,0.15
Frank R. Lautenberg,0.15
John J.H. "Joe" Schwarz,0.15
Nancy L. Johnson,0.15
Roy Blunt,0.15
Mike Pence,0.15
Russ Carnahan,0.15
Jo Ann Davis,0.15
Rick Boucher,0.15
Robert C. "Bobby" Scott,0.15
Maxine Waters,0.15
Linda T. Sanchez,0.15
Chris Van Hollen,0.15
Debbie Wasserman Schultz,0.15
Lloyd Doggett,0.15
Tom Udall,0.15
Al Green,0.15
Fortney Pete Stark,0.15
David E. Price,0.15
Emanuel Cleaver,0.15
Melvin L. Watt,0.15
Michael E. Capuano,0.15
Susan A. Davis,0.15
Diane E. Watson,0.15
George Miller,0.15
Joe Baca,0.15
Michael H. Michaud,0.15
Darlene Hooley,0.15
John R. Carter,0.15
Rodney Alexander,0.15
Jean Schmidt,0.15
David G. Reichert,0.15
Norm Coleman,0.15
Jim Talent,0.15
Ed Case,0.15
George V. Voinovich,0.15
J. Gresham Barrett,0.15
Rod Grams,0.15
Cynthia A. McKinney,0.15
Lane Evans,0.15
William O. Lipinski,0.15
Lucille Roybal-Allard,0.15
Bobby L. Rush,0.15
Amo Houghton,0.15
John J. LaFalce,0.15
Elijah E. Cummings,0.15
Louise McIntosh Slaughter,0.15
Earl Pomeroy,0.15
John Cooksey,0.15
Carolyn C. Kilpatrick,0.15
John L. Mica,0.15
Earl Blumenauer,0.15
John R. Kasich,0.15
James M. Jeffords,0.15
Richard E. Neal,0.15
John W. Olver,0.15
Thomas M. Barrett,0.15
Nick J. Rahall II,0.15
William (Bill) Clay,0.15
Jack Quinn,0.15
Patsy T. Mink,0.15
"George E. Brown, Jr.",0.15
John Elias Baldacci,0.15
"Jesse L. Jackson, Jr.",0.15
Nick Lampson,0.15
Chaka Fattah,0.15
Tim Roemer,0.15
Judy Biggert,0.15
Steve Buyer,0.15
Jim Gibbons,0.15
Doc Hastings,0.15
James V. Hansen,0.15
Max Baucus,0.15
Steny H. Hoyer,0.15
Gwen Moore,0.15
Christopher John,0.15
Jim Costa,0.15
Michael M. Honda,0.15
Tom Sawyer,0.15
Ralph Regula,0.15
Charles S. Robb,0.15
Peter Hoekstra,0.15
Vernon J. Ehlers,0.15
Jerry Moran,0.15
Shelley Moore Capito,0.15
Rick Larsen,0.15
Timothy V. Johnson,0.15
Denny Rehberg,0.15
Mark R. Kennedy,0.15
Bill Shuster,0.15
Timothy H. Bishop,0.15
John Boozman,0.15
Chris Chocola,0.15
Lincoln Davis,0.15
Bob Beauprez,0.15
Michael C. Burgess,0.15
Max Burns,0.15
Stevan Pearce,0.15
Jim Gerlach,0.15
Jon C. Porter,0.15
Jim Matheson,0.15
Brad Carson,0.15
Ray LaHood,0.15
Rahm Emanuel,0.15
Artur Davis,0.15
Max Sandlin,0.15
Wm. Lacy Clay,0.15
Dennis A. Cardoza,0.15
Mike Ross,0.15
Mitch McConnell,0.15
Mark L. Pryor,0.15
William J. Jefferson,0.15
John A. Boehner,0.15
Donald A. Manzullo,0.15
Scott McInnis,0.15
Rob Portman,0.15
E. Clay Shaw Jr.,0.15
Michael B. Enzi,0.15
Tim Hutchinson,0.15
Slade Gorton,0.15
J. Robert Kerrey,0.15
Craig Thomas,0.15
Mike Rogers,0.15
Candice S. Miller,0.15
John Cornyn,0.15
Richard H. Bryan,0.15
Pat Roberts,0.15
Ginny Brown-Waite,0.15
C. L. (Butch) Otter,0.15
Howard P. "Buck" McKeon,0.15
Denise L. Majette,0.15
Jim Marshall,0.15
Madeleine Z. Bordallo,0.15
Michael R. Turner,0.15
William J. Janklow,0.15
Jeb Bradley,0.15
Anibal Acevedo-Vila,0.15
"Sanford D. Bishop, Jr.",0.15
Steve Israel,0.15
Eva M. Clayton,0.15
Peter Fitzgerald,0.15
Jim McCrery,0.15
Robert L. Ehrlich Jr.,0.15
Rodney P. Frelinghuysen,0.15
Bob Schaffer,0.15
Thomas R. Carper,0.15
Hilda L. Solis,0.15
Jay Dickey,0.15
Saxby Chambliss,0.15
Paul E. Gillmor,0.15
Roscoe G. Bartlett,0.15
Pete Sessions,0.15
Gene Taylor,0.15
Wayne T. Gilchrest,0.15
John N. Hostettler,0.15
John E. Peterson,0.15
Johnny Isakson,0.15
Joe Skeen,0.15
Jim Ryun,0.15
Lincoln Diaz-Balart,0.15
Terry Everett,0.15
Cass Ballenger,0.15
Mary Bono Mack,0.15
Eni F. H. Faleomavaega,0.15
Phil English,0.15
Jeff Flake,0.15
Steve Chabot,0.15
Sam Johnson,0.15
John B. Shadegg,0.15
Pat Toomey,0.15
Melissa A. Hart,0.15
Gil Gutknecht,0.15
Thomas G. Tancredo,0.15
Joseph R. Pitts,0.15
W. Todd Akin,0.15
Wally Herger,0.15
Van Hilleary,0.15
Jim DeMint,0.15
Joe Wilson,0.15
Todd Russell Platts,0.15
Thomas A. Daschle,0.15
Harry Reid,0.15
Max Cleland,0.15
Rick Santorum,0.15
Robert G. Torricelli,0.15
John Ensign,0.15
George Allen,0.15
Larry E. Craig,0.15
Bill Nelson,0.15
Richard C. Shelby,0.15
Bob Smith,0.15
Gordon H. Smith,0.15
Joyce Beatty,0.15
Robert E. Andrews,0.15
John D. Dingell,0.15
Charles W. Norwood,0.15
Marge Roukema,0.15
David E. Bonior,0.15
Ted Strickland,0.15
Harold E. Ford,0.15
John E. Sweeney,0.15
Major R. Owens,0.15
Jim Ramstad,0.15
James C. Greenwood,0.15
Stephen Horn,0.15
James P. Moran,0.15
Jo Ann Emerson,0.15
Sander M. Levin,0.15
Betty McCollum,0.15
Zell Miller,0.15
Sam Brownback,0.15
Cory Gardner,0.15
Walter B. Jones,0.15
Howard L. Berman,0.15
Jim Davis,0.15
Barney Frank,0.15
Virgil H. Goode Jr.,0.15
Mark Green,0.15
Karen L. Thurman,0.15
Cliff Stearns,0.15
Corrine Brown,0.15
Mark Foley,0.15
Ralph M. Hall,0.15
Ric Keller,0.15
Silvestre Reyes,0.15
Michael G. Oxley,0.15
Joe Barton,0.15
Brendan F. Boyle,0.15
Raul M. Grijalva,0.15
Maria Cantwell,0.15
John Edwards,0.15
Lincoln Chafee,0.15
