name,value
Barbara Comstock,0.15
Lee M. Zeldin,0.15
Seth Moulton,0.15
Ben Ray Lujan,0.15
John Katko,0.15
Mike Bost,0.15
Aumua Amata Coleman Radewagen,0.15
Denny Heck,0.15
John K. Delaney,0.15
Will Hurd,0.15
John Ratcliffe,0.15
Cresent Hardy,0.15
William L. Owens,0.15
Kurt Schrader,0.15
Paul Tonko,0.15
C. L. (Butch) Otter,0.15
Tammy Duckworth,0.15
Jim McCrery,0.15
Denise L. Majette,0.15
Carlos Curbelo,0.15
Kenny C. Hulshof,0.15
William J. Janklow,0.15
Jeb Bradley,0.15
Ryan A. Costello,0.15
Glenn Grothman,0.15
Mike Kelly,0.15
Anibal Acevedo-Vila,0.15
Eva M. Clayton,0.15
Joe  Manchin III,0.15
Peter Fitzgerald,0.15
Larry Kissell,0.15
Lois Frankel,0.15
Tony Cardenas,0.15
Dan  Sullivan,0.15
Robert L. Ehrlich Jr.,0.15
Bob Schaffer,0.15
"Daniel M. Donovan, Jr.",0.15
Mike Quigley,0.15
Daniel T. Kildee,0.15
Benjamin Quayle,0.15
Jay Dickey,0.15
Alan Grayson,0.15
Ron Barber,0.15
Anh "Joseph" Cao,0.15
Bonnie Watson Coleman,0.15
Nydia M. Velazquez,0.15
Hakeem S. Jeffries,0.15
Donald Norcross,0.15
Mark Takai,0.15
Frank C. Guinta,0.15
Joseph P. Kennedy III,0.15
Gwen Graham,0.15
Norma J. Torres,0.15
Evan H. Jenkins,0.15
Stacey E. Plaskett,0.15
Ruben Gallego,0.15
Bill Foster,0.15
Tom Emmer,0.15
Mike Bishop,0.15
Raul Ruiz,0.15
Stephen Knight,0.15
Darin LaHood,0.15
Dan Newhouse,0.15
Mark H. Schauer,0.15
David Rivera,0.15
Mary Jo Kilroy,0.15
John H. Adler,0.15
Betsy Markey,0.15
Charles K. Djou,0.15
Scott Murphy,0.15
Parker Griffith,0.15
Daniel B. Maffei,0.15
Christopher J. Lee,0.15
Jim Webb,0.15
Alexander X. Mooney,0.15
David Rouzer,0.15
Mel Martinez,0.15
Elizabeth Dole,0.15
Hansen Clarke,0.15
Eric J. J. Massa,0.15
John A. Boccieri,0.15
Trey Radel,0.15
Steve Driehaus,0.15
Bruce Westerman,0.15
Steve Russell,0.15
Brian Babin,0.15
Rick W. Allen,0.15
George S. LeMieux,0.15
Ken Buck,0.15
Rod Blum,0.15
Gary J. Palmer,0.15
Kathleen A. Dahlkemper,0.15
Deborah L. Halvorson,0.15
"Frank Kratovil, Jr.",0.15
Michael E. McMahon,0.15
Harry Teague,0.15
Suzanne M. Kosmas,0.15
John R. Moolenaar,0.15
Barry Loudermilk,0.15
Ralph Lee Abraham,0.15
Roland  Burris,0.15
Tim  Kaine,0.15
Rob Woodall,0.15
Sandy Adams,0.15
Ben  Sasse,0.15
Bruce Poliquin,0.15
Walter Minnick,0.15
Dave Brat,0.15
Warren Davidson,0.15
